Frame preprocessing,Face prediction,Face preprocessing,Face elements prediction,Face elements preprocessing,Eyes prediction,Visual notification,
0.001963376998901367,1.2430999279022217,0.0,0.013988733291625977,0.0,0.059804677963256836,0.0009980201721191406,
0.0009920597076416016,0.014997482299804688,0.0,0.01496577262878418,0.0,0.013916969299316406,0.0,
0.0,0.014962911605834961,0.0,0.013969898223876953,0.0,0.012990951538085938,0.0009620189666748047,
0.0,0.015956640243530273,0.0,0.014960289001464844,0.0,0.012968301773071289,0.0,
0.0,0.017984390258789062,0.0,0.013930559158325195,0.001001596450805664,0.012955665588378906,0.0,
0.0009801387786865234,0.014014482498168945,0.0,0.014943122863769531,0.0009622573852539062,0.012988805770874023,0.0010080337524414062,
0.0,0.014015913009643555,0.0009479522705078125,0.013993501663208008,0.0,0.01392984390258789,0.0,
0.0010004043579101562,0.016951799392700195,0.0009953975677490234,0.01401662826538086,0.0,0.012911796569824219,0.0,
0.0,0.014989376068115234,0.0,0.013978004455566406,0.0,0.013909339904785156,0.0,
0.0010013580322265625,0.015951871871948242,0.0,0.014015436172485352,0.0,0.014906883239746094,0.0,
0.0,0.013972997665405273,0.0,0.014943361282348633,0.0,0.013987541198730469,0.0009717941284179688,
0.0,0.015957355499267578,0.0,0.01596212387084961,0.0,0.012966632843017578,0.0,
0.000989675521850586,0.014009475708007812,0.000949859619140625,0.014018058776855469,0.0009551048278808594,0.012992143630981445,0.0009593963623046875,
0.000995635986328125,0.01495671272277832,0.0,0.01399993896484375,0.0009963512420654297,0.012969732284545898,0.000990152359008789,
0.0010151863098144531,0.013946771621704102,0.0,0.014011859893798828,0.0,0.014906644821166992,0.0,
0.0,0.01596212387084961,0.0,0.014005899429321289,0.0,0.013910293579101562,0.0,
0.0009987354278564453,0.015961170196533203,0.0,0.014008045196533203,0.0,0.01592850685119629,0.0,
0.0009975433349609375,0.01397252082824707,0.0,0.013962745666503906,0.0,0.013989925384521484,0.0,
0.0,0.016004085540771484,0.0,0.014921188354492188,0.0,0.011992454528808594,0.0009624958038330078,
0.00099945068359375,0.01600360870361328,0.0,0.013990402221679688,0.0,0.012748956680297852,0.0009605884552001953,
0.0009894371032714844,0.016953468322753906,0.0009982585906982422,0.013975858688354492,0.0,0.013948202133178711,0.0,
0.00099945068359375,0.013960123062133789,0.0,0.01300358772277832,0.000997781753540039,0.012937307357788086,0.0009868144989013672,
0.0,0.015007495880126953,0.0,0.01590585708618164,0.0,0.011968851089477539,0.0009989738464355469,
0.0,0.015951871871948242,0.0009968280792236328,0.014963865280151367,0.0,0.012002944946289062,0.0009586811065673828,
0.0,0.014005661010742188,0.0009648799896240234,0.013998270034790039,0.0,0.014918327331542969,0.0,
0.0010504722595214844,0.01594257354736328,0.0009579658508300781,0.013019561767578125,0.0,0.012911081314086914,0.000997781753540039,
0.0010042190551757812,0.014951944351196289,0.0,0.013999223709106445,0.0,0.012968778610229492,0.0,
0.0,0.013982295989990234,0.0,0.014964580535888672,0.0,0.013929128646850586,0.0,
0.0,0.013969898223876953,0.0,0.014003992080688477,0.0,0.01395273208618164,0.0009593963623046875,
0.0,0.015947341918945312,0.0,0.014907121658325195,0.0,0.017953157424926758,0.0009975433349609375,
0.0009925365447998047,0.014007806777954102,0.0,0.014954566955566406,0.0009624958038330078,0.012998342514038086,0.0009591579437255859,
0.000997304916381836,0.014955759048461914,0.0,0.015012741088867188,0.0,0.013949155807495117,0.0009582042694091797,
0.0,0.015958547592163086,0.0,0.01295781135559082,0.0,0.015994548797607422,0.0,
0.00099945068359375,0.01499032974243164,0.0,0.013947725296020508,0.0,0.013958930969238281,0.0,
0.0,0.014992952346801758,0.0,0.015921354293823242,0.0,0.013007879257202148,0.00096893310546875,
0.0,0.013962030410766602,0.0,0.014986515045166016,0.0009713172912597656,0.012975931167602539,0.0,
0.0,0.01794123649597168,0.0,0.013963699340820312,0.0009982585906982422,0.015107870101928711,0.0,
0.0009872913360595703,0.014996528625488281,0.0,0.01396489143371582,0.0009992122650146484,0.012980461120605469,0.0009424686431884766,
0.0010020732879638672,0.014003753662109375,0.0,0.014946699142456055,0.0,0.013958454132080078,0.0009629726409912109,
0.0009837150573730469,0.0169980525970459,0.0009555816650390625,0.01501321792602539,0.0,0.012910842895507812,0.0010228157043457031,
0.0,0.015952587127685547,0.0,0.014960289001464844,0.0,0.013988971710205078,0.0009706020355224609,
0.0009942054748535156,0.013983726501464844,0.0,0.01598048210144043,0.0,0.013949155807495117,0.0,
0.0010046958923339844,0.015952587127685547,0.0,0.012998342514038086,0.0009541511535644531,0.012975931167602539,0.0,
0.0,0.015943288803100586,0.0,0.014995574951171875,0.0,0.012968301773071289,0.0009603500366210938,
0.0010008811950683594,0.012998342514038086,0.0,0.013991117477416992,0.0,0.012978792190551758,0.0009553432464599609,
0.0,0.013962507247924805,0.0010035037994384766,0.01401209831237793,0.0,0.014908313751220703,0.0,
0.0,0.016961336135864258,0.0,0.012952089309692383,0.0009965896606445312,0.01200723648071289,0.0009865760803222656,
0.0009942054748535156,0.014954328536987305,0.0,0.014018535614013672,0.0,0.01392221450805664,0.0,
0.0009942054748535156,0.014987707138061523,0.0,0.01396942138671875,0.0009589195251464844,0.013999462127685547,0.0009846687316894531,
0.0009920597076416016,0.015965938568115234,0.0009899139404296875,0.013965606689453125,0.0,0.013953447341918945,0.0,
0.0,0.015006780624389648,0.0,0.012911796569824219,0.0010018348693847656,0.012961864471435547,0.0,
0.0,0.015944719314575195,0.0,0.014017820358276367,0.0,0.012946844100952148,0.0,
0.0009677410125732422,0.014995336532592773,0.0009613037109375,0.014002084732055664,0.0,0.014974355697631836,0.0009732246398925781,
0.0009832382202148438,0.01497793197631836,0.0,0.013947010040283203,0.0,0.012964248657226562,0.0010352134704589844,
0.0,0.014996528625488281,0.0,0.01495814323425293,0.0009615421295166016,0.011973857879638672,0.0009930133819580078,
0.0,0.015955209732055664,0.0,0.014001607894897461,0.0,0.013926506042480469,0.0,
0.0009918212890625,0.013000011444091797,0.0009622573852539062,0.014014959335327148,0.0,0.013948440551757812,0.0009586811065673828,
0.0009984970092773438,0.014988183975219727,0.0,0.012944459915161133,0.0,0.012985944747924805,0.0009672641754150391,
0.0,0.014960050582885742,0.0,0.0139923095703125,0.0,0.014931201934814453,0.0,
0.0009765625,0.015992164611816406,0.0,0.015947341918945312,0.0009641647338867188,0.012965917587280273,0.0010333061218261719,
0.0010020732879638672,0.014976263046264648,0.0,0.012534379959106445,0.0010182857513427734,0.013956546783447266,0.0,
0.0,0.016926050186157227,0.0,0.01396322250366211,0.0,0.014960050582885742,0.0010013580322265625,
0.0,0.014993429183959961,0.0,0.014951467514038086,0.0009560585021972656,0.012995243072509766,0.0,
0.0,0.013961315155029297,0.0,0.014002084732055664,0.0009610652923583984,0.01300191879272461,0.0009586811065673828,
0.0,0.016001462936401367,0.0,0.01291036605834961,0.0,0.014019012451171875,0.0009419918060302734,
0.000993490219116211,0.01595783233642578,0.0,0.012965202331542969,0.0,0.013962268829345703,0.0,
0.0009944438934326172,0.014996051788330078,0.0,0.014956474304199219,0.0,0.013936281204223633,0.0,
