capture_2020_04_17_11_39_49_7228_left,0.00022707020498732847,0.5472607993427111,0.30407712927647906,0.5594675004989963,0.37797610672286736,0.45980726953422874,0.5342378741540909,0.21813061576937626,0.4382287657506792,0.7718901303423766,0.41857259925289186,
capture_2020_04_17_11_39_49_7228_right,0.0021837564506455376,0.531812238654481,0.36270312318369163,0.5312234012349425,0.4324671703003858,0.4366624768263762,0.5824315294661229,0.19907788240535781,0.4744453031476861,0.7446694975425976,0.4728511164062347,
capture_2020_04_17_11_39_49_7229_left,0.0002698169259656737,0.557813823555015,0.33173161094446985,0.5686501927368018,0.4013173409384167,0.4751123874123353,0.5459545126667074,0.2563403500080046,0.4543874319320558,0.7664950930500815,0.4405507325322797,
capture_2020_04_17_11_39_49_7229_right,0.00216700779031144,0.5515973657883494,0.4151529669215974,0.5568038680973705,0.4845366087426534,0.4575159916227725,0.6233131813007279,0.21997741233547788,0.5084261056404576,0.7668802350400968,0.5173345736405911,
capture_2020_04_17_11_39_49_7230_left,0.00017473423293988522,0.5744189062871339,0.32352355995334064,0.5869805816041259,0.3911517559313914,0.4915207248071086,0.5356470395051213,0.27903979712054505,0.44998285857336234,0.7754353777808097,0.4372039452783735,
capture_2020_04_17_11_39_49_7230_right,0.0013784557731339117,0.5530204251716468,0.4122790132936221,0.5609567928868847,0.48280331470174886,0.45855177356915416,0.6217258741717385,0.22015666336102507,0.5085382354884891,0.7702820313898828,0.5150742314409902,
capture_2020_04_17_11_39_49_7231_left,0.0002658971659920815,0.6098074905224148,0.3123105035239715,0.6229254256836767,0.37606266540823274,0.5233772087873702,0.5158962177195026,0.3198886408678881,0.43329340010343526,0.7880017375946758,0.42862622505393905,
capture_2020_04_17_11_39_49_7231_right,0.0026354920349326515,0.5409146843622282,0.370126510548307,0.5431789691424965,0.4414590391462688,0.444013642230233,0.5901634945623123,0.20149292443414302,0.4740098812969855,0.7629963907422758,0.48078220418186496,
capture_2020_04_17_11_39_49_7232_left,0.0007061383725503224,0.6577021827529613,0.31930710210408186,0.6687291128501588,0.3750530007520493,0.5684870580635631,0.5039338057927641,0.3794735587427737,0.42194860405295775,0.8111553872541106,0.4304724357931245,
capture_2020_04_17_11_39_49_7232_right,0.0017001036398657154,0.5392993337763687,0.35104245332511197,0.5433057233563733,0.4225219668102947,0.44479908729501216,0.5733873799097337,0.20317712551424955,0.46183172826488145,0.7629630514141825,0.4619841259607229,
capture_2020_04_17_11_39_49_7233_left,0.0002520281581626356,0.6389764041542778,0.32351075733292145,0.6616029416340026,0.3871975557478139,0.5614191315186089,0.5233509331435361,0.3417245706888965,0.44194187616187913,0.8230423809580829,0.42971071337613814,
capture_2020_04_17_11_39_49_7233_right,0.0012603863477024494,0.5561101346385644,0.4168176793137219,0.5639232843873824,0.48695168246060366,0.4635208201531753,0.6246088106163694,0.22637830229398417,0.5119083488374702,0.7734721930252124,0.518192377399657,
capture_2020_04_17_11_39_49_7234_left,0.00020833032552331217,0.6119539478437244,0.3565751590396389,0.6302326171206357,0.42273743377415474,0.5344650447703282,0.560115793697555,0.31340776574042417,0.4731481953726551,0.8108283067746453,0.4626744006522918,
