Frame preprocessing,Face prediction,Face preprocessing,Face elements prediction,Face elements preprocessing,Eyes prediction,Visual notification,
0.0010104179382324219,1.2199373245239258,0.0,0.01291036605834961,0.0,0.056905269622802734,0.0009918212890625,
0.0,0.015013933181762695,0.0,0.013916254043579102,0.0,0.012956857681274414,0.0,
0.0009503364562988281,0.014960289001464844,0.0,0.013999462127685547,0.0009677410125732422,0.012996196746826172,0.0,
0.0009899139404296875,0.01401662826538086,0.0,0.01490473747253418,0.0,0.013709068298339844,0.0,
0.0009996891021728516,0.013964414596557617,0.0,0.013965845108032227,0.0,0.012998819351196289,0.0009589195251464844,
0.0009930133819580078,0.01500844955444336,0.0,0.011961698532104492,0.0009524822235107422,0.0129852294921875,0.0,
0.0,0.013961553573608398,0.0,0.013962268829345703,0.0009982585906982422,0.012003183364868164,0.000965118408203125,
0.0,0.014984369277954102,0.0,0.015960216522216797,0.0,0.011967658996582031,0.0009613037109375,
0.0,0.014980792999267578,0.0009603500366210938,0.01396036148071289,0.0,0.013962984085083008,0.0,
0.0,0.01396489143371582,0.0,0.012996673583984375,0.0009644031524658203,0.013995170593261719,0.0,
0.0009996891021728516,0.013979911804199219,0.0,0.013941526412963867,0.0,0.013004541397094727,0.0,
0.0,0.013956069946289062,0.0,0.013962268829345703,0.0,0.012973546981811523,0.0,
0.0,0.015902996063232422,0.0,0.01302027702331543,0.0,0.013908863067626953,0.0,
0.0,0.014987707138061523,0.0009589195251464844,0.013973712921142578,0.0,0.012954235076904297,0.0,
0.0,0.013018608093261719,0.0,0.01491403579711914,0.0,0.012994527816772461,0.0,
0.0,0.014958858489990234,0.0,0.013016462326049805,0.0,0.013968467712402344,0.0009412765502929688,
0.0,0.01495671272277832,0.0,0.01499629020690918,0.0,0.011967897415161133,0.0010082721710205078,
0.0,0.01595306396484375,0.0,0.015958070755004883,0.0,0.01495981216430664,0.0,
0.000995635986328125,0.015016317367553711,0.0009455680847167969,0.013957023620605469,0.0,0.012006044387817383,0.0009603500366210938,
0.0009963512420654297,0.014991998672485352,0.0,0.012965202331542969,0.0009632110595703125,0.01296544075012207,0.0,
0.0,0.013988494873046875,0.0,0.012964487075805664,0.001013040542602539,0.011932849884033203,0.0,
0.0,0.015975236892700195,0.0009703636169433594,0.014016389846801758,0.0,0.011951446533203125,0.0009608268737792969,
0.0,0.015954017639160156,0.0,0.01300501823425293,0.0,0.013959169387817383,0.0009984970092773438,
0.0,0.014007806777954102,0.0,0.013962507247924805,0.0,0.013948917388916016,0.0009968280792236328,
0.0,0.012991189956665039,0.0009758472442626953,0.013957977294921875,0.0,0.01300048828125,0.0010030269622802734,
0.0,0.014939069747924805,0.0,0.012990236282348633,0.0,0.013001680374145508,0.0009722709655761719,
0.0009915828704833984,0.015016794204711914,0.0,0.012908935546875,0.0,0.012004613876342773,0.0,
0.0,0.01595282554626465,0.0,0.01696300506591797,0.0,0.012996912002563477,0.0009605884552001953,
0.0009989738464355469,0.012963294982910156,0.0,0.014962434768676758,0.0,0.012989282608032227,0.0009853839874267578,
0.0009982585906982422,0.014961004257202148,0.0,0.012974262237548828,0.0,0.012986421585083008,0.0009748935699462891,
0.0009980201721191406,0.015009641647338867,0.0,0.012969732284545898,0.0,0.011970281600952148,0.0009386539459228516,
0.0,0.013999223709106445,0.0009734630584716797,0.013983488082885742,0.0009603500366210938,0.011010885238647461,0.0009577274322509766,
0.0,0.016932010650634766,0.0,0.013956785202026367,0.0,0.0139617919921875,0.0,
0.0,0.014022350311279297,0.0,0.01393747329711914,0.0009615421295166016,0.012004375457763672,0.0,
0.0009744167327880859,0.014958858489990234,0.0,0.013019084930419922,0.0,0.012950658798217773,0.0009598731994628906,
0.000993967056274414,0.015010833740234375,0.0,0.014906883239746094,0.0,0.011991500854492188,0.0,
0.0,0.016929149627685547,0.0,0.015013694763183594,0.0009455680847167969,0.012981891632080078,0.0,
0.0,0.020939350128173828,0.0,0.013962507247924805,0.0,0.01297616958618164,0.0,
0.0009982585906982422,0.013961553573608398,0.0,0.013996601104736328,0.0,0.011970281600952148,0.0009608268737792969,
0.0009510517120361328,0.015511512756347656,0.0,0.013978004455566406,0.0,0.01202249526977539,0.0,
0.0009887218475341797,0.013996601104736328,0.0,0.013928651809692383,0.0,0.013008832931518555,0.0,
0.0009949207305908203,0.013959884643554688,0.0,0.014002799987792969,0.0009577274322509766,0.012968778610229492,0.0,
0.0010008811950683594,0.013005733489990234,0.0,0.014959573745727539,0.0,0.012918949127197266,0.0,
0.0,0.015000343322753906,0.0009915828704833984,0.012977838516235352,0.0,0.013905763626098633,0.001049041748046875,
0.0,0.013991117477416992,0.0009620189666748047,0.01199960708618164,0.0009667873382568359,0.01196599006652832,0.001031637191772461,
0.0,0.01498866081237793,0.0,0.01497197151184082,0.0,0.01192164421081543,0.0009968280792236328,
0.0,0.015976428985595703,0.0,0.013962507247924805,0.0009706020355224609,0.012965202331542969,0.0,
0.0010290145874023438,0.018933534622192383,0.0,0.014938592910766602,0.0,0.01299905776977539,0.0,
0.000995635986328125,0.013959407806396484,0.0,0.013018131256103516,0.0009462833404541016,0.011992692947387695,0.0009722709655761719,
0.0,0.014950752258300781,0.0,0.014960289001464844,0.0,0.011973381042480469,0.0,
0.0,0.0169827938079834,0.0,0.012968063354492188,0.0009605884552001953,0.011968374252319336,0.0010335445404052734,
0.0009806156158447266,0.013980865478515625,0.0,0.014994621276855469,0.0,0.012950420379638672,0.000988006591796875,
0.000989675521850586,0.013021469116210938,0.0,0.01494288444519043,0.0,0.011965274810791016,0.0009610652923583984,
0.0,0.014970064163208008,0.0,0.012954235076904297,0.0,0.013962984085083008,0.0,
0.0,0.015983104705810547,0.0009562969207763672,0.012964487075805664,0.0,0.012007474899291992,0.0009591579437255859,
0.0,0.014975786209106445,0.0,0.013999223709106445,0.0,0.011952400207519531,0.0009593963623046875,
0.0009844303131103516,0.014962196350097656,0.0,0.012966156005859375,0.0,0.013001203536987305,0.0009584426879882812,
0.0010526180267333984,0.01790308952331543,0.0,0.013950586318969727,0.0,0.013978719711303711,0.0,
0.0009930133819580078,0.013267755508422852,0.0,0.013943672180175781,0.0009760856628417969,0.012966394424438477,0.0,
0.0009989738464355469,0.013970613479614258,0.0,0.013953447341918945,0.0009970664978027344,0.012008190155029297,0.0009624958038330078,
0.0,0.014988422393798828,0.0009675025939941406,0.012990236282348633,0.0,0.012976408004760742,0.0009598731994628906,
0.0,0.014956235885620117,0.0,0.013962507247924805,0.0,0.012965679168701172,0.0,
0.0,0.013990640640258789,0.0009672641754150391,0.014025211334228516,0.0,0.012934684753417969,0.0009586811065673828,
0.0,0.014952898025512695,0.0,0.01396632194519043,0.0,0.012971878051757812,0.0009870529174804688,
0.0,0.013981103897094727,0.0,0.015974044799804688,0.0,0.012948274612426758,0.0009624958038330078,
0.0,0.013016700744628906,0.0,0.01490640640258789,0.0,0.013962507247924805,0.0,
0.0,0.01694655418395996,0.0,0.013020753860473633,0.0,0.012908697128295898,0.0,
0.0,0.017950057983398438,0.0,0.014001607894897461,0.0,0.012924671173095703,0.0,
0.0010139942169189453,0.013943195343017578,0.0,0.013999462127685547,0.0,0.012967586517333984,0.0009596347808837891,
0.0010116100311279297,0.014945030212402344,0.0,0.014004945755004883,0.0,0.012937784194946289,0.0009899139404296875,
0.0,0.014964580535888672,0.0,0.013993978500366211,0.000997304916381836,0.012968301773071289,0.0009682178497314453,
0.0010211467742919922,0.014005661010742188,0.0009317398071289062,0.013002872467041016,0.0,0.012965679168701172,0.0009589195251464844,
0.0,0.015005111694335938,0.0,0.013933658599853516,0.0,0.012944221496582031,0.0,
0.0,0.014996528625488281,0.0009560585021972656,0.013005971908569336,0.0009658336639404297,0.01299595832824707,0.0009610652923583984,
0.0009870529174804688,0.013961315155029297,0.0010378360748291016,0.012983083724975586,0.0,0.012951374053955078,0.0009541511535644531,
0.0,0.013944387435913086,0.0,0.01495981216430664,0.0,0.012967109680175781,0.0,
0.0009980201721191406,0.01495814323425293,0.0,0.012010335922241211,0.0009558200836181641,0.012964963912963867,0.0010080337524414062,
0.0,0.018939495086669922,0.0,0.014958381652832031,0.0,0.013989925384521484,0.0009856224060058594,
0.0,0.01495218276977539,0.0,0.014960527420043945,0.0,0.012981414794921875,0.0,
0.000942230224609375,0.012974262237548828,0.0,0.01503753662109375,0.0,0.013004541397094727,0.0,
0.0,0.014948368072509766,0.0,0.01302194595336914,0.0,0.01390695571899414,0.0,
0.0,0.014987707138061523,0.0009579658508300781,0.012965202331542969,0.0,0.012003898620605469,0.0009624958038330078,
0.0,0.014976024627685547,0.0,0.01399850845336914,0.0,0.011932611465454102,0.0009658336639404297,
0.0009818077087402344,0.015991687774658203,0.0,0.01392817497253418,0.0,0.013005256652832031,0.0009596347808837891,
0.0,0.013958215713500977,0.0,0.013961315155029297,0.0,0.012004852294921875,0.000997304916381836,
0.0,0.01396036148071289,0.0,0.013003349304199219,0.0,0.012966156005859375,0.0009572505950927734,
0.000986337661743164,0.013965368270874023,0.0,0.012977123260498047,0.0,0.013972997665405273,0.0,
0.0,0.017919540405273438,0.0,0.013989448547363281,0.0,0.013974905014038086,0.0009589195251464844,
0.0009961128234863281,0.013988733291625977,0.0009629726409912109,0.013996362686157227,0.0,0.013929128646850586,0.0,
0.0009903907775878906,0.012992620468139648,0.0,0.014932394027709961,0.0,0.013004779815673828,0.0009582042694091797,
0.0,0.014977216720581055,0.0,0.013942480087280273,0.0,0.012986898422241211,0.0009629726409912109,
0.0,0.01497650146484375,0.0,0.012987852096557617,0.0009555816650390625,0.012008190155029297,0.0009558200836181641,
0.0,0.014934778213500977,0.0,0.014007568359375,0.0,0.012948989868164062,0.0009589195251464844,
0.0009911060333251953,0.014000415802001953,0.0,0.013979911804199219,0.0,0.013906002044677734,0.0,
0.0,0.014002323150634766,0.0,0.014919042587280273,0.0,0.013981103897094727,0.0,
0.0009968280792236328,0.013021469116210938,0.0,0.014956951141357422,0.0,0.012911558151245117,0.0010211467742919922,
0.0009984970092773438,0.014011621475219727,0.0,0.01490926742553711,0.0,0.012966632843017578,0.0010342597961425781,
0.0009870529174804688,0.016965866088867188,0.0,0.015003681182861328,0.0,0.013943672180175781,0.0009603500366210938,
0.0,0.013002157211303711,0.0009605884552001953,0.01297616958618164,0.0,0.013990402221679688,0.0009586811065673828,
0.000997304916381836,0.013998270034790039,0.0009579658508300781,0.01296544075012207,0.0,0.012970447540283203,0.0,
0.0,0.014990091323852539,0.0009646415710449219,0.012964963912963867,0.0,0.012979269027709961,0.0,
0.0009527206420898438,0.014995336532592773,0.0009608268737792969,0.013020753860473633,0.0,0.013955354690551758,0.0,
0.0,0.014958858489990234,0.0,0.01396322250366211,0.0,0.012976884841918945,0.0,
0.000995635986328125,0.013020753860473633,0.000990152359008789,0.012970209121704102,0.0,0.01294708251953125,0.0009622573852539062,
