capture_2020_04_17_11_39_49_7213,0.0011742164,0.0012578694,0.46673542,0.3443983,0.5092648,0.2938053,0.4415476,0.24044256,0.42997724,0.30578446,0.4136074,0.321687,
capture_2020_04_17_11_39_49_7214,0.0011863349,0.0012736212,0.46691075,0.3447461,0.509226,0.29434228,0.44148013,0.24017738,0.42978874,0.30550203,0.41343114,0.3213457,
capture_2020_04_17_11_39_49_7215,0.0013686931,0.0014591361,0.46039477,0.3449724,0.49817443,0.2990719,0.4342414,0.23508346,0.419543,0.29841393,0.40489706,0.31495383,
capture_2020_04_17_11_39_49_7216,0.0012259632,0.0013012183,0.46208337,0.34026733,0.49785885,0.29440323,0.43651834,0.23176059,0.4221105,0.29579866,0.40685835,0.31119454,
capture_2020_04_17_11_39_49_7217,0.0014024549,0.0014978268,0.46196052,0.35033682,0.50281405,0.29878643,0.43606952,0.23987217,0.4235318,0.30425045,0.40800592,0.32041994,
capture_2020_04_17_11_39_49_7218,0.0010301906,0.0011129593,0.47055066,0.3384364,0.5172497,0.29128367,0.44657502,0.24335262,0.43517202,0.30877018,0.41847202,0.32580364,
capture_2020_04_17_11_39_49_7219,0.0010209826,0.0011050407,0.46478418,0.33235583,0.5052555,0.28802037,0.4413168,0.23311952,0.42763993,0.29907167,0.41095266,0.31430975,
capture_2020_04_17_11_39_49_7220,0.0010118218,0.0011026363,0.46575433,0.33204913,0.5056629,0.28877527,0.44142818,0.23195238,0.42759106,0.29808143,0.4108327,0.31305897,
capture_2020_04_17_11_39_49_7221,0.000891689,0.0010454193,0.4470328,0.28755775,0.49089924,0.27698407,0.43096676,0.21599695,0.4071792,0.28166044,0.39187577,0.2995685,
capture_2020_04_17_11_39_49_7222,0.0006170662,0.00073902763,0.44942188,0.26663402,0.48709378,0.26878992,0.43279842,0.203713,0.40521902,0.2698288,0.38957793,0.28673398,
capture_2020_04_17_11_39_49_7223,0.00033225375,0.0003811616,0.44105774,0.23417047,0.46837953,0.2475611,0.42738923,0.18575878,0.39612705,0.25171825,0.38068786,0.26672542,
capture_2020_04_17_11_39_49_7224,0.00038012545,0.00039673838,0.4059115,0.23778808,0.43767315,0.24379921,0.39354932,0.18921869,0.36167464,0.25143448,0.35247514,0.26867592,
capture_2020_04_17_11_39_49_7225,0.00017485768,0.00018388098,0.42469448,0.21152547,0.44099548,0.23267037,0.407781,0.17042485,0.37351555,0.23360851,0.36099786,0.24799272,
capture_2020_04_17_11_39_49_7226,0.000103166036,0.00010579212,0.40041322,0.2021888,0.40769506,0.22119994,0.37831226,0.15754868,0.33841893,0.2174047,0.3320285,0.22965822,
capture_2020_04_17_11_39_49_7227,4.731521e-06,5.8479936e-06,0.4363471,0.12339844,0.42063743,0.18212953,0.39830732,0.10653261,0.34795427,0.16739768,0.3308003,0.16730934,
capture_2020_04_17_11_39_49_7228,4.374992e-06,6.346166e-06,0.47527727,0.12654445,0.45610574,0.2121573,0.4225734,0.099492386,0.36843702,0.15801366,0.34473723,0.15444367,
capture_2020_04_17_11_39_49_7229,2.2007093e-06,3.8103303e-06,0.51306343,0.123743124,0.4875411,0.23572204,0.43911892,0.087358065,0.38010883,0.14277154,0.35187334,0.13573359,
capture_2020_04_17_11_39_49_7230,1.7156959e-06,3.0480426e-06,0.518219,0.12141127,0.48991805,0.23799759,0.43966383,0.08343375,0.37983352,0.13744353,0.35074735,0.12957633,
capture_2020_04_17_11_39_49_7231,2.9493896e-07,6.0283776e-07,0.540376,0.09116507,0.50411355,0.21426205,0.45282888,0.068557665,0.38674438,0.12159252,0.35176703,0.111834854,
capture_2020_04_17_11_39_49_7232,4.0890885e-07,8.383088e-07,0.5442218,0.099052586,0.5089562,0.22574514,0.45442426,0.069832556,0.39209494,0.12246837,0.3557894,0.11241058,
capture_2020_04_17_11_39_49_7233,1.5503172e-06,2.9103887e-06,0.52932364,0.12280542,0.50158423,0.24421191,0.4466305,0.08078239,0.39138266,0.13460508,0.35779968,0.12590887,
capture_2020_04_17_11_39_49_7234,8.963463e-06,1.4711794e-05,0.5147636,0.16686286,0.49313447,0.26794246,0.44044453,0.10122267,0.3912389,0.15692894,0.36464167,0.15110849,
capture_2020_04_17_11_39_49_7235,0.00017661844,0.0002129188,0.4847289,0.26855445,0.4679734,0.30087295,0.4270641,0.15324627,0.38624927,0.20953368,0.37460944,0.21326172,
capture_2020_04_17_11_39_49_7236,0.0002260101,0.0002611881,0.4735699,0.27738774,0.45564765,0.30248475,0.41887096,0.15855645,0.377726,0.21326691,0.36705866,0.21804799,
